date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T_out,RH_out,Press_mm_hg,Windspeed,Visibility,Tdewpoint
12-03-2016 11:10,140.0,20.0,19.7,35.29666667,19.26,34.22333333,19.5,,20.445,34.4,18.0,44.29,5.5,85.5,767.5,1.166666667,42.66666667,3.15
24-04-2016 09:20,100.0,10.0,21.5,36.59,18.79,38.96333333,23.06666667,34.46666667,,34.4,20.85666667,83.2114,4.3,86.33333333,758.0333333,4.0,,2.2
13-04-2016 09:00,50.0,,22.03333333,39.86333333,19.39,43.59,23.29,37.7,22.0,38.13333333,20.79,47.16333333,7.3,93.0,750.6,1.0,40.0,16.2122
28-01-2016 17:20,40.0,20.0,19.53333333,44.93333333,18.79,44.2,19.89,44.62666667,18.2,43.7,17.2,52.055,4.57,80.33333333,765.1666667,2.0,40.0,1.47
15-04-2016 02:00,40.0,10.0,22.2675,41.975,20.1,44.93333333,23.66666667,40.06,22.29,40.46666667,20.7,52.29,9.3,99.0,749.8,2.0,56.0,9.1
22-02-2016 10:50,40.0,10.0,21.0,44.7,19.7,45.2,21.5,42.5,20.32333333,,18.46333333,,9.42,93.33333333,751.7833333,8.0,58.33333333,8.37
10-03-2016 13:20,70.0,30.0,20.5,37.36333333,20.5,35.7,20.16666667,37.06,22.06666667,35.52666667,17.7,45.4,9.4,57.66666667,758.7333333,1.0,,1.37
10-05-2016 01:30,60.0,10.0,25.2,43.36333333,23.745,43.845,26.7,40.02571429,,42.12666667,23.5,48.7,16.1,86.5,752.85,2.5,30.5,13.8
15-04-2016 16:30,80.0,10.0,22.7,39.29,21.79,38.06,24.1,,22.5,38.345,20.79,44.09,15.5,51.83333333,746.85,8.833333333,30.0,5.58
12-01-2016 04:20,40.0,20.0,20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.93,92.33333333,739.7,5.666666667,40.0,3.73
25-01-2016 06:30,50.0,20.0,20.2,43.46666667,19.2,43.56,20.39,44.66333333,17.6,47.29,17.79,52.68833333,6.8,95.0,,12.9674,64.5,6.05
28-01-2016 09:10,40.0,10.0,18.7,46.2,17.89,46.29,,44.53,17.7,46.79,17.25,52.93777778,3.85,93.83333333,763.75,2.0,65.5083,2.92
13-04-2016 08:50,1027.8792,63.1508,22.1,39.86333333,19.39,,23.29,37.73,22.0,37.86,20.83,47.534,,93.5,750.6,1.333333333,40.0,6.07
,118.63752554916894,10.0,21.46333333,39.46666667,19.96333333,38.13333333,23.13333333,38.49,18.39,34.29,17.39,49.2,3.77,78.16666667,749.5,2.666666667,36.66666667,0.3
27-02-2016 03:30,40.0,30.0,20.29,36.7,18.39,37.29,20.39,37.2,19.29,35.09,18.7,57.356,1.5,81.5,750.05,3.0,21.5,-1.4
24-03-2016 16:30,130.0,,21.0,39.0,27.632,40.4,21.79,37.32666667,20.6,36.46666667,19.29,46.0,9.25,66.0,756.15,4.0,43.0,3.15
06-04-2016 01:00,60.0,20.0,22.5,41.0,,45.79,24.1,38.845,28.4827,40.96666667,20.85666667,53.06,6.9,92.0,754.3,3.0,,5.6
,100.0,10.0,21.39,39.4,18.56666667,43.53,,38.43333333,20.6,89.6595,19.35666667,,5.6,96.6283,756.3,2.0,65.0,3.7
,80.0,10.0,22.5,35.59,23.82333333,30.89,22.89,35.43333333,,33.5,28.5822,85.09,16.4,33.5,762.35,3.0,33.5,0.25
20-03-2016 16:10,80.0,20.0,22.6,35.56,21.16666667,36.2,,35.2,20.5,37.36333333,,45.925,7.8,69.0,760.7666667,4.0,40.0,14.3006
22-01-2016 23:10,40.0,30.0,,41.06,16.6,41.56,18.0,40.2,15.6,40.7,15.77555556,48.4,4.17,100.0,762.5833333,,8.0,4.17
14-01-2016 14:10,270.0,10.0,21.29,41.565,,,21.73,43.15666667,19.1,43.79,17.03333333,53.23,4.92,84.83333333,747.7333333,,40.0,2.58
20-03-2016 02:30,50.0,30.0,21.5,36.12666667,18.79,38.82666667,,36.09,20.39,34.79,18.5,44.5,5.2,78.0,762.2,3.0,24.0,
03-05-2016 09:40,60.0,10.0,22.0,39.66333333,25.42666667,33.63333333,23.2,37.53,22.39,38.29,,44.2,9.97,75.33333333,763.0,5.0,40.0,5.7
02-03-2016 01:30,50.0,10.0,20.79,40.2,19.2,41.59,20.6,38.59,19.32333333,,19.0,46.46666667,8.35,85.5,749.25,8.0,40.0,6.05
21-04-2016 23:30,70.0,20.0,,37.09,21.2,37.53,23.29,37.16333333,22.86142857,,20.56666667,42.76,13.3,,760.1,3.5,34.0,5.95
14-03-2016 13:30,230.0,10.0,,38.13333333,20.79,36.22333333,22.13333333,38.86333333,21.0,34.02666667,18.1,46.79,5.2,65.5,768.1,6.5,25.5,
23-03-2016 23:10,60.0,30.0,22.5,38.53,20.29,40.72333333,22.0,38.09,22.82333333,37.82666667,20.0,47.73,5.9,87.0,756.9833333,1.833333333,28.5,3.82
09-02-2016 00:00,50.0,10.0,23.025,,22.39,41.26,23.5,42.79,,44.09,20.90222222,49.58333333,6.4,80.0,744.7,11.0,22.0,3.2
22-03-2016 21:30,130.0,20.0,23.0,39.03,21.29,39.79,22.7,37.93333333,21.7,38.26666667,21.36,59.89907109809992,5.5,87.0,756.15,1.0,42.5,3.45
07-03-2016 22:50,90.0,20.0,21.1,37.0,,38.32666667,,36.79,21.66666667,34.76,18.13,68.93,0.633,95.66666667,753.1333333,1.833333333,,0.0
01-05-2016 00:20,50.0,30.0,21.13333333,38.09,18.32333333,41.5,23.2,36.5,19.7,37.59,19.5,47.26,4.27,86.66666667,763.7333333,2.333333333,36.33333333,2.23
22-05-2016 17:30,240.0,10.0,24.7225,52.1925,24.1,51.06,26.1,45.745,29.818,50.3,23.0,54.44,16.1,92.0,750.1,2.0,32.5,14.8
18-05-2016 16:20,70.0,20.0,23.5,40.23,24.0,36.7,24.39,38.29,28.3869,38.5,21.1,41.7,,52.66666667,749.4666667,15.428,40.0,
10-03-2016 05:10,40.0,30.0,,36.79,16.79,40.62666667,20.29,37.4,20.1,35.59,17.7,51.59,0.433,95.489,778.1434,1.0,64.83333333,-1.48
05-02-2016 05:10,50.0,30.0,21.53333333,45.09,20.7,44.56,22.39,44.80222222,20.2,46.16333333,18.79,65.17333333,8.8,97.0,764.3166667,4.0,45.37819605532068,8.3
03-03-2016 14:50,400.0,10.0,21.17142857,37.11428571,20.0,36.95,20.29,37.79,21.79,34.93333333,,44.845,7.42,71.33333333,748.55,4.333333333,40.0,2.48
09-04-2016 10:50,70.0,,,40.73,20.46333333,41.26666667,22.1,38.09,20.39,38.93333333,20.0,46.99857143,26.7711,67.66666667,750.3166667,4.833333333,27.5,4.38
04-05-2016 22:40,50.0,20.0,23.29,34.32666667,21.46333333,34.59,23.29,35.96666667,22.614112593953816,33.09,21.1,41.79666667,10.1,59.33333333,764.3666667,2.333333333,40.0,2.5
29-03-2016 13:40,120.0,10.0,22.1,39.59,21.1,39.82666667,22.7,37.7,20.76,39.63333333,20.29,53.59,10.6,62.0,751.2666667,7.666666667,32.66666667,3.57
15-03-2016 21:00,310.0,20.0,21.5,41.7,19.2,,21.1,39.32666667,20.42666667,35.76666667,19.0,48.02666667,6.3,81.0,764.4,5.0,63.0,3.3
28-03-2016 04:40,70.0,10.0,21.5,38.29,18.79,41.7,22.7,85.5513,20.0,39.0,19.89,47.43333333,8.27,78.66666667,743.8333333,10.0,56.66666667,4.63
12-05-2016 16:30,117.64952228503799,30.0,24.237434849201538,47.09333333,23.94591477062974,44.09,26.23857143,43.89142857,25.6,44.156,24.1,52.4,16.719003078131788,57.5,744.1,2.5,26.5,12.6
03-05-2016 21:20,50.0,10.0,30.3455,34.53,21.35666667,34.15666667,23.1,36.09,,33.66333333,21.6,56.16666667,9.43,62.0,765.5666667,1.666666667,40.0,2.47
23-04-2016 00:10,60.0,30.0,22.6,39.0,20.39,39.66333333,24.79,44.89532566683616,22.39,35.2,21.0,56.69333333,9.05,73.66666667,757.0,5.0,37.83333333,4.55
30-04-2016 10:30,300.0,10.0,21.39,37.9,20.2,38.23,23.22666667,39.02666667,19.96333333,,19.2,42.59,7.55,80.5,770.646,1.0,40.0,4.35
22-01-2016 02:00,50.0,10.0,19.79,37.2,18.82333333,36.9,,39.56,16.79,38.09,17.2,45.045,-0.3,88.0,,3.0,62.0,-2.1
24-01-2016 04:30,30.0,10.0,18.03333333,42.62666667,17.29,42.09,18.39,43.5,15.69,46.4,15.39,51.0,5.95,91.0,768.15,4.0,26.5,4.6
08-02-2016 02:20,50.0,10.0,21.6,42.4,20.7,42.59,21.39,43.59,20.89,42.4,19.28,54.73659600375622,7.83,83.33333333,741.0666667,7.837466681936421,40.0,5.2
12-02-2016 23:10,50.0,20.0,,38.09,19.89,38.66333333,21.2,39.16333333,19.79,40.36333333,,85.84722222,1.23,90.66666667,741.4333333,2.0,55.544,-0.2
25-01-2016 18:40,50.0,20.0,20.63333333,43.12666667,19.6,43.26,20.5,44.5,18.16666667,45.09,18.59444444,47.255,9.9,,762.5,4.333333333,40.0,5.53
25-03-2016 22:20,70.0,20.0,23.35666667,39.56,20.5,42.93,23.73,37.59,,38.26666667,19.815,48.05,3.07,97.7207,759.2,1.0,25.33333333,1.87
22-02-2016 17:20,40.0,10.0,,45.32666667,19.7,45.66333333,21.6,42.59,20.1,44.53,18.48428571,52.82142857,5.93,97.66666667,751.5666667,5.0,56.66666667,5.6
25-04-2016 20:50,90.0,10.0,22.29,38.53,20.23,40.15666667,21.63333333,36.59,21.1,37.89857143,20.35666667,68.16666667,,91.5,748.3,2.833333333,37.33333333,
16-03-2016 00:50,40.0,,21.39,41.36333333,18.39,46.76,32.2459,38.5,21.16666667,37.2,18.745,47.5,4.38,92.66666667,764.5,3.0,55.66666667,3.23
01-02-2016 20:50,60.0,30.0,23.82333333,45.8,22.89,43.82666667,23.89,45.4,21.2,49.03,21.35222222,57.69376325032745,10.4,90.16666667,759.8,9.0,46.067507641229284,8.73
25-04-2016 02:20,70.0,30.0,21.2,35.2,18.0,39.2,22.7,35.09,20.89,33.0,20.2,43.0,1.13,95.3803,757.5666667,2.333333333,24.0,0.533
06-04-2016 16:10,90.0,20.0,21.82333333,41.29,20.39,42.56,,,21.46333333,40.59,20.5,45.5,10.7,79.0,751.5333333,7.833333333,40.0,7.13
19-03-2016 10:10,80.0,,20.89,36.93333333,18.2,40.19,21.29,36.36333333,19.66666667,35.0,18.29,45.43333333,5.27,80.83333333,762.6166667,3.0,62.0,2.22
21-03-2016 03:40,50.0,20.0,,94.8497,18.65,41.245,22.1,36.9,19.79,36.73,19.39,45.59,4.7,95.33333333,761.1,1.0,49.33333333,4.03
17-04-2016 11:30,882.9435,10.0,22.0,48.42666667,22.39,43.93333333,23.1,38.72333333,22.2,38.9,21.1,78.36666667,7.9,74.0,755.25,,40.0,3.55
04-02-2016 06:20,40.0,30.0,21.0,42.0,20.2,41.5,22.1,44.09,19.92666667,41.59,18.78,56.44444444,2.93,91.33333333,764.5333333,4.0,36.33333333,1.6
03-05-2016 16:50,70.0,20.0,23.35666667,36.62666667,23.1,33.76666667,,37.5,23.1,36.12666667,21.39,39.1,14.0,39.33333333,764.4833333,4.833333333,40.0,0.317
23-05-2016 03:20,50.0,30.0,24.13333333,47.59,21.79,50.0,26.29,44.56,23.6,45.5,22.89,51.32666667,11.0,94.33333333,752.8666667,3.666666667,48.9091212304895,10.2
13-03-2016 01:10,50.0,10.0,21.2,,18.1,38.73,20.1,36.36333333,19.79,34.9,18.63333333,48.5,0.933,88.0,768.1166667,,51.5,-0.867
18-01-2016 01:20,50.0,10.0,,40.9,19.7,40.16333333,20.2,39.7,20.89,39.32666667,19.1,63.74166667,-3.53,87.0,762.8333333,2.0,26.33333333,-5.43
23-03-2016 10:30,110.0,10.0,21.745,41.395,19.46333333,46.79,22.16666667,38.36333333,21.2,39.29,19.89,48.59,7.75,86.0,756.15,3.5,,5.5
28-02-2016 16:00,50.0,20.0,21.7,34.03,29.2049,33.62333333,20.46333333,35.33333333,20.22666667,,17.46333333,46.36333333,5.8,47.0,757.8,8.0,40.0,-4.8
08-02-2016 11:30,300.0,10.0,20.79,44.09,,42.73,21.69666667,44.76333333,21.0,42.43,,54.58722222,7.65,81.0,739.35,9.5,51.5,4.55
15-04-2016 05:00,50.0,10.0,21.89,,19.63333333,45.82666667,23.79,40.09,22.1,40.7,20.5,51.5,9.6,95.6595,748.0,5.0,40.0,8.4
20-04-2016 04:00,50.0,64.3581,21.2,38.03,18.2,41.29,22.39,37.9,21.39,,20.0,48.23,3.6,96.2696,767.3,3.0,29.0,1.8
16-03-2016 19:10,270.0,20.0,22.32333333,39.26,19.79,39.23,24.16333333,38.12666667,,32.93333333,18.7,43.83333333,6.43,57.66666667,764.85,6.833333333,,17.9977
06-05-2016 05:20,50.0,10.0,22.89,36.29,20.53333333,38.2,23.89,37.36333333,22.6,34.5,19.29,41.09,8.93,80.0,755.6666667,4.0,40.0,5.63
11-02-2016 05:10,50.0,30.0,20.29,42.9,19.7,41.09,20.89,41.7,19.025,42.925,19.1,63.43888889,1.87,98.16666667,748.6,3.0,41.34352421166178,1.58
14-01-2016 20:30,110.0,20.0,22.7,42.89,21.7,40.19333333,22.0,43.5,18.89,46.86,18.66,65.4600094209403,3.7,78.0,748.95,9.0,40.0,0.15
27-04-2016 12:40,60.0,20.0,,37.09,20.15,36.495,21.39,36.06,20.76545455,36.02454545,19.1,41.93333333,,74.33333333,752.2,8.666666667,26.33333333,2.87
27-03-2016 14:40,70.0,10.0,22.7,37.26,21.7,37.23,22.82333333,37.73,20.66666667,39.16333333,20.2,49.65666667,11.9,58.0,750.9666667,9.0,40.0,3.83
13-03-2016 02:20,30.0,10.0,20.92666667,35.7,17.66666667,39.23,,36.46666667,19.7,34.79,18.5,48.96666667,0.567,88.33333333,768.2666667,1.0,48.0,-1.2
21-04-2016 10:10,70.0,10.0,21.7,37.66333333,22.89333333,35.12333333,22.7,,22.5,35.0,20.0,45.23,10.7,65.33333333,762.6166667,4.0,27.16666667,4.27
31-01-2016 23:00,20.0,10.0,22.6,46.29,21.6,45.73,21.79,46.56,19.39,49.9,20.275,54.46888889,11.3,96.0,755.0,8.0,43.0,10.7
01-05-2016 18:50,110.0,20.0,23.42666667,,21.53333333,,22.79,35.09,21.6,36.23,20.1,40.59,13.4,39.66666667,765.5,4.0,40.0,-0.05
05-02-2016 06:10,904.9267,10.0,21.39,45.26,20.6,44.7,22.43277778,44.93888889,,46.345,,64.67333333,8.78,97.33333333,763.85,4.0,40.83333333,8.33
10-02-2016 21:30,130.0,10.0,21.39,43.46666667,21.125,41.3725,21.0,42.2,19.2,45.09,20.97388889,56.26567361665722,4.8,95.0,746.55,2.5,22.0,4.0
03-04-2016 21:10,100.0,20.0,22.2,44.93333333,21.5,44.7,,41.93333333,21.2,45.09,19.79,49.79,16.7,71.16666667,775.4152,3.166666667,40.0,11.4
19-02-2016 12:10,610.0,10.0,19.89333333,41.96666667,18.79,37.36333333,21.5,37.13,18.56666667,35.59,17.39,43.332,5.12,84.0,761.1666667,4.0,29.0,2.55
18-03-2016 06:00,,20.0,21.5,35.36333333,18.0,40.36333333,21.6,36.045,,33.26,18.6,54.76,1.2,100.0,763.0,,1.0,1.2
08-03-2016 23:20,30.0,20.0,20.79,38.0,18.2,40.4,20.2,38.09,19.7,34.96666667,18.39,46.52666667,4.6,75.66666667,754.4666667,5.333333333,40.0,0.633
25-03-2016 14:50,660.0,10.0,22.0,41.09,19.96333333,44.23,23.7,38.8425,20.0,39.06,,48.06,10.5,64.33333333,756.0333333,5.166666667,40.0,3.95
27-04-2016 22:50,60.0,10.0,21.82333333,35.23,19.1,,21.29,34.7,20.5,36.4,19.66666667,71.19666667,2.63,87.5,755.0333333,1.0,40.0,0.75
20-05-2016 11:40,120.0,30.0,23.0,,22.11428571,45.73857143,24.5,40.4,23.82333333,42.96666667,21.85,48.554,14.0,89.66666667,758.3,4.0,33.66666667,
10-05-2016 13:30,60.0,10.0,25.0,47.53,25.434,44.554,26.7,42.06,,45.09,23.89,50.2,17.4,87.0,750.6,3.0,40.0,15.2
20-04-2016 17:30,80.0,,22.73,27.86,22.0,,22.39,34.62666667,22.412,28.778,20.23,35.56,15.4,31.5,765.3,6.5,40.0,-1.6
08-05-2016 20:00,70.0,10.0,25.0,35.62333333,25.32333333,32.02666667,26.11666667,36.4,24.89,34.86333333,21.642939740444568,43.19666667,17.91442720445341,62.660827661215365,750.6,4.0,40.0,6.0
11-03-2016 09:10,30.0,10.0,20.1,37.05666667,17.03333333,40.66666667,20.32333333,37.03,19.73,34.49,17.89,46.29,1.87,90.5,764.8166667,1.166666667,20.5,0.383
21-04-2016 15:30,50.0,10.0,23.1,35.0,23.39,31.85666667,23.0,35.29,23.0,33.2,20.85666667,38.36333333,26.3082,,760.6,4.5,40.0,4.05
13-04-2016 14:10,70.0,10.0,22.1,42.36333333,20.53333333,43.86333333,23.29,39.23,22.0,40.4,20.79,45.79,10.0,90.16666667,751.9333333,2.833333333,27.0,16.3786
28-01-2016 04:00,10.0,30.0,19.0,47.12666667,,46.9,19.73,45.4,,48.09,17.29,53.74,8.3,89.0,759.2,4.0,,6.6
21-05-2016 16:30,100.0,10.0,24.73414286,46.90157143,25.1,42.65809524,26.3857619,41.74952381,24.15176471,45.23529412,23.07352941,51.04779412,16.68740740846608,49.5,754.15,7.0,40.0,11.8
07-05-2016 03:10,70.0,10.0,23.89,37.9,21.89,39.09,24.39,37.73,23.7,36.7,21.1,48.7,14.2,55.0,752.35,2.666666667,40.0,
04-03-2016 08:00,80.0,10.0,20.6,37.72571429,18.7,39.36333333,20.6625,37.80875,19.245,36.475,18.3275,46.725,3.96,91.57142857,,6.285714286,62.7851,
14-03-2016 11:20,110.0,30.0,20.39,34.7,20.89,33.2,21.93,36.7,20.23,32.76666667,18.1,44.93,3.4,76.0,,5.333333333,50.0,17.9228
03-05-2016 10:50,50.0,20.0,22.2,39.2225,25.85666667,32.06,23.2,37.62666667,22.76,37.93333333,20.5,43.06666667,10.6,62.83333333,763.5333333,5.833333333,40.0,3.73
01-02-2016 22:30,60.0,20.0,23.39,45.0,22.46333333,43.86333333,23.39,44.79,21.89,48.09,20.6,68.07111111,10.2,93.0,,9.0,54.0,9.1
29-03-2016 03:20,40.0,10.0,22.39,37.7,19.29,41.9,23.39,38.79,20.39,38.59,20.0,46.0,5.97,85.0,747.3,,40.0,3.57
02-05-2016 08:20,50.0,10.0,21.29,37.0,20.83333333,37.56666667,22.53333333,34.66333333,21.35666667,35.86333333,19.56666667,45.33333333,6.23,80.0,764.4666667,1.0,36.33333333,2.93
21-04-2016 10:40,40.0,10.0,21.79,,23.1,34.5,22.79,35.79,22.6,35.2,20.0,45.09,11.8,60.33333333,762.6666667,4.0,27.66666667,4.17
14-04-2016 08:10,70.0,,21.39,41.12666667,,45.43333333,22.79,38.29,22.13333333,38.86,,45.26,2.58,100.0,754.3,1.0,,2.58
07-02-2016 02:20,40.0,10.0,,43.43333333,21.5,43.2,21.82333333,44.73,19.1,44.59,19.2,61.745,11.5,62.0,741.5666667,9.333333333,40.0,4.37
15-01-2016 15:30,50.0,10.0,21.96333333,38.29,21.56111111,37.41055556,20.85666667,39.79,20.19259259,40.6862963,19.54833333,64.12120710771877,3.1,90.0,755.75,7.5,30.5,1.55
22-04-2016 23:10,60.0,10.0,22.7,39.2,20.63333333,,,36.0,,35.2,21.1,63.16666667,9.88,72.66666667,756.9166667,5.0,60.1997,5.22
23-03-2016 00:40,50.0,20.0,22.55,38.79,,41.76,22.1,37.59,21.1,37.29,20.6,44.43333333,5.63,93.16666667,756.1166667,2.333333333,61.83333333,4.57
08-02-2016 20:30,100.0,20.0,23.79,42.03,23.5,39.62666667,24.29,43.0,21.42666667,43.79,20.735,59.78222714458882,7.75,69.5,742.95,10.5,24.0,2.5
18-05-2016 10:00,60.0,10.0,23.35666667,42.23,23.14,,24.1,38.8175,23.29,40.2,21.2,46.48571429,15.1,69.0,752.1,4.0,27.0,9.5
05-02-2016 14:50,20.0,10.0,22.1,45.09,21.73,43.7,22.0,44.5,20.29,48.4,18.67222222,57.275,9.8,89.16666667,761.6,6.0,40.0,8.12
25-01-2016 16:00,40.0,30.0,21.0,43.12666667,20.0,43.2,20.42666667,44.32666667,18.5,44.82666667,18.69444444,47.95555556,12.5,61.0,761.9,5.0,40.0,5.1
11-03-2016 12:30,40.0,10.0,19.79,34.7,31.9398,34.02666667,19.39,33.93333333,20.66666667,33.56,17.7,43.86333333,7.45,64.5,765.25,4.0,61.5,1.05
24-03-2016 22:30,50.0,20.0,22.29,39.7675,20.35666667,41.53,22.1,38.12666667,20.7,90.7282,20.6,,6.5,93.0,755.95,3.0,58.0,5.45
13-05-2016 07:30,110.0,,24.85666667,47.43,23.02,48.9,26.39,43.29,24.754,44.94,24.0,49.7,13.1,,746.65,1.5,59.5,12.0
20-01-2016 12:40,50.0,10.0,18.0,36.06,16.79,37.4,,37.59,16.745,36.2,16.76428571,57.70714286,-0.567,83.33333333,760.6,2.333333333,61.0,-3.03
13-03-2016 10:50,130.0,30.0,20.16666667,37.4,,35.89,20.0,82.0705,20.795,35.79,17.89,45.36333333,,70.16666667,769.7,6.833333333,29.66666667,-0.767
30-03-2016 03:30,70.0,10.0,21.6,40.4,19.23,42.82666667,23.1,39.09,21.2,39.5,20.06666667,46.46666667,9.2,75.5,750.8,5.5,40.0,5.05
24-03-2016 18:20,560.0,30.0,21.0,38.9,19.29,40.2,,37.2,20.53333333,36.9,19.29,45.03,8.37,76.0,756.2333333,4.0,57.1374,4.3
24-02-2016 02:30,40.0,20.0,20.96333333,39.79,18.79,41.0,21.0,40.32666667,20.2,38.4,18.7,93.2632,-0.75,98.0,770.248,,57.0,-1.05
17-01-2016 09:20,470.0,10.0,21.0,42.59,20.26,39.79,,45.46333333,21.35666667,38.93,18.1,52.56666667,-0.467,92.0,764.9,1.666666667,28.33333333,-1.63
14-02-2016 21:30,150.0,30.0,21.0,40.96666667,19.29,41.96333333,20.39,42.09,19.29,40.56333333,20.71222222,90.57,2.2,89.0,744.9,5.0,24.0,0.5
21-04-2016 05:20,60.0,30.0,21.6,35.92666667,18.79,38.49666667,,,21.92142857,33.29,20.06666667,47.03333333,5.07,78.0,763.3666667,2.666666667,29.0,
03-05-2016 14:10,70.0,20.0,22.945,37.45,24.16666667,32.93333333,23.1,,23.0,36.9,20.89,,12.8,45.33333333,764.3166667,4.833333333,38.16666667,1.22
19-03-2016 06:10,60.0,10.0,21.1,37.2,18.29,40.29,29.8827,36.5,19.79,34.9,18.29,46.66333333,4.63,88.0,761.8,2.0,57.66666667,2.83
26-01-2016 15:40,40.0,20.0,19.96333333,45.46666667,19.29,44.7,20.5,44.2,19.0,45.9,17.6,52.72,10.3,76.0,760.6666667,8.666666667,36.33333333,6.27
14-05-2016 13:10,130.0,30.0,25.1,36.53,24.89,33.72285714,24.89,34.7,25.1,34.236,23.89,44.86,10.5,55.66666667,757.4,6.166666667,28.83333333,2.0
05-04-2016 14:50,100.0,10.0,22.26,41.53,21.1,41.16333333,24.46333333,37.26,21.2,41.06,20.82333333,45.23333333,12.9,66.33333333,751.25,3.833333333,38.16666667,6.82
17-03-2016 00:40,60.0,10.0,22.0,35.9,18.89,38.26,22.6,,21.0,32.4,18.6,44.23,2.17,75.66666667,765.8666667,3.666666667,20.0,-1.7
05-02-2016 23:20,20.0,10.0,22.4175,45.2225,21.79,43.26,22.5,45.26,20.29,47.9,18.7,56.08,12.572292125329831,86.33333333,757.8333333,5.666666667,40.0,6.93
04-03-2016 19:40,110.0,,21.29,39.315,19.29,39.174,21.79,36.9,18.89,35.62142857,18.03333333,45.56666667,2.9,90.33333333,739.8333333,1.0,28.0,1.43
02-05-2016 16:00,60.0,20.0,,35.86333333,23.5,31.76,23.0,35.5,22.56666667,34.2,,75.79333333,16.7,35.0,761.8,4.0,29.0,1.1
27-02-2016 14:30,190.0,10.0,20.7,37.73,19.5,36.12666667,21.32666667,38.5,20.5,33.9,18.0,,6.4,49.0,,6.5,40.0,-3.7
09-05-2016 11:50,70.0,10.0,24.79,,27.76,32.79,26.2,37.56,24.89,38.4,23.1,42.45,21.9,46.33333333,752.8,2.166666667,40.0,9.68
07-04-2016 04:50,50.0,20.0,20.92666667,41.03,18.0,44.59,23.0,39.59,20.7,39.0,20.29,50.5,4.93,89.5,751.6833333,5.0,40.0,3.27
12-01-2016 08:30,60.0,10.0,19.89,,,45.2,20.1,45.2,19.1,45.52666667,18.05,52.4,4.95,91.0,742.05,5.0,40.0,3.6
25-03-2016 08:50,140.0,10.0,21.0,40.5,18.39,44.2,21.79,38.0,19.79,38.7,19.39,49.09,6.48,99.4757,753.5666667,6.0,54.16666667,5.98
22-04-2016 17:50,870.0,10.0,22.89,37.59,22.2675,35.74,27.16333333,38.06666667,,34.57714286,20.79,42.16333333,13.0,57.0,757.35,5.166666667,40.0,4.63
05-02-2016 03:10,50.0,20.0,21.79,93.5763,21.0,44.0,22.2,44.79,20.42666667,45.93333333,18.89,66.76277778,8.17,98.83333333,764.75,3.166666667,45.16666667,7.95
17-01-2016 04:30,50.0,20.0,21.29,,20.5,39.09,21.26,42.76,20.0,41.9,18.29,53.9,0.55,96.5,764.2,2.5,40.0,0.05
31-03-2016 09:40,,78.2795,21.39,39.0,18.89,42.56,31.3902,37.82666667,20.5,,22.23,88.23,6.5,93.0,754.3666667,2.666666667,34.66666667,5.47
14-04-2016 17:40,310.0,20.0,22.82333333,41.22666667,22.5,38.06,23.2,38.29,23.26,38.06,,44.0,15.8,,752.8333333,4.333333333,40.0,5.97
10-05-2016 07:40,50.0,10.0,24.79,47.4,23.2,86.6869,26.5,41.79,25.1,46.12666667,,,15.4,91.66666667,751.0,3.0,40.0,14.0
09-02-2016 17:00,120.0,20.0,22.29,42.8,25.128836059207227,40.66333333,22.5,41.96666667,19.5,41.0,19.6,49.2,4.1,91.0,740.867969736479,6.0,28.0,2.7
26-05-2016 09:00,100.0,20.0,23.56666667,43.4,24.27885112778174,36.62,24.79,39.56,24.03333333,42.53,21.39,49.9,10.5,99.0,757.3,1.0,32.0,10.4
10-05-2016 08:30,60.0,10.0,24.79,47.29,23.2,48.5,26.5,41.82142857,25.1,45.79,23.76,53.59666667,15.7,90.5,751.0,3.5,30.5,14.1
12-04-2016 04:30,40.0,30.0,21.79,42.79,19.29,44.79,23.39,40.59,21.85666667,39.56,20.79,44.29,6.65,89.5,751.5,1.5,40.0,5.1
13-01-2016 21:00,110.0,20.0,19.6,41.56,19.16666667,40.9,19.2,42.73,19.79,41.73,18.16666667,87.43,3.0,,756.9,5.0,40.0,1.4
29-04-2016 21:40,60.0,10.0,23.29,36.5,21.1,38.0,22.6,36.23,19.89,38.29,19.2,43.4,6.9,89.33333333,756.1333333,3.0,40.0,5.2
04-04-2016 06:30,60.0,20.0,21.6,44.29,19.79,46.4,23.1,,21.0,43.56,19.79,49.645,11.4,88.0,748.15,3.5,40.0,9.45
11-05-2016 10:00,60.0,10.0,24.79,50.36,22.6446595100315,44.38,25.12,46.86,25.72571429,44.62142857,23.79,53.76,17.2,80.0,748.7,1.0,55.2329,13.6
10-03-2016 04:30,50.0,20.0,19.89,36.9,16.96333333,40.59,20.23,37.23,20.23,35.59,,51.9,0.7,87.0,753.8,1.5,65.0,-1.3
10-04-2016 21:20,80.0,30.0,22.89,40.29666667,21.29,41.06,22.85666667,38.96666667,21.82333333,39.0,21.17142857,56.49714286,11.4,77.0,750.8666667,,31.33333333,7.37
18-01-2016 21:30,280.0,10.0,20.66666667,40.26666667,19.6,40.02666667,21.26,45.39666667,,82.0349,18.16666667,82.29,-3.5,84.5,756.7,2.0,22.0,-5.8
